game_id,team,opponent,player_id,name,date,minutes,points,goals,assists,home_or_away,shots_on_goal,power_play_assists,power_play_goals,goal_tending_goals_against
24032,CGY,UTA,30004925,Daniil Miromanov,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24032,CGY,UTA,30000103,Mikael Backlund,2025-10-15,19,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24032,CGY,UTA,30002217,Ryan Lomberg,2025-10-15,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24032,CGY,UTA,30004310,Brayden Pachal,2025-10-15,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24032,CGY,UTA,30002595,Justin Kirkland,2025-10-15,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24032,CGY,UTA,30005595,Adam Klapka,2025-10-15,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24032,CGY,UTA,30000237,MacKenzie Weegar,2025-10-15,23,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24033,CHI,STL,30004817,Lukas Reichel,2025-10-15,13,3.0,2.0,1.0,0,5.0,0.0,0.0,0.0
24033,CHI,STL,30004442,Ilya Mikheyev,2025-10-15,18,2.0,1.0,1.0,0,3.0,0.0,0.0,0.0
24033,CHI,STL,30006064,Connor Bedard,2025-10-15,18,3.0,0.0,3.0,0,1.0,1.0,0.0,0.0
24033,CHI,STL,30000748,Jason Dickinson,2025-10-15,16,1.0,1.0,0.0,0,2.0,0.0,0.0,0.0
24033,CHI,STL,30000842,Tyler Bertuzzi,2025-10-15,16,2.0,1.0,1.0,0,4.0,0.0,1.0,0.0
24033,CHI,STL,30002588,Ryan Donato,2025-10-15,18,1.0,1.0,0.0,0,4.0,0.0,0.0,0.0
24033,CHI,STL,30004507,Alex Vlasic,2025-10-15,22,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0
24033,CHI,STL,30005666,Ryan Greene,2025-10-15,16,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0
24033,CHI,STL,30005638,Frank Nazar,2025-10-15,15,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0
24033,CHI,STL,30004965,Arvid Soderblom,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0
24033,CHI,STL,30000871,Teuvo Teravainen,2025-10-15,14,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0
24033,CHI,STL,30004850,Wyatt Kaiser,2025-10-15,19,1.0,0.0,1.0,0,1.0,0.0,0.0,0.0
24033,CHI,STL,30002539,Matt Grzelcyk,2025-10-15,14,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0
24033,CHI,STL,30006496,Artyom Levshunov,2025-10-15,16,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24033,CHI,STL,30005639,Sam Rinzel,2025-10-15,18,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24033,CHI,STL,30004650,Louis Crevier,2025-10-15,13,1.0,0.0,1.0,0,1.0,0.0,0.0,0.0
24033,CHI,STL,30000585,Andre Burakovsky,2025-10-15,14,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0
24033,CHI,STL,30005032,Colton Dach,2025-10-15,15,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24033,CHI,STL,30004494,Spencer Knight,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24033,CHI,STL,30000691,Nick Foligno,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24033,CHI,STL,30003996,Sam Lafferty,2025-10-15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24033,CHI,STL,30001219,Connor Murphy,2025-10-15,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24033,STL,CHI,30000792,Colton Parayko,2025-10-15,21,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0
24033,STL,CHI,30004211,Tyler Tucker,2025-10-15,17,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0
24033,STL,CHI,30004812,Jake Neighbours,2025-10-15,13,2.0,1.0,1.0,1,1.0,0.0,0.0,0.0
24033,STL,CHI,30003186,Jordan Kyrou,2025-10-15,16,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0
24033,STL,CHI,30004804,Dylan Holloway,2025-10-15,17,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0
24033,STL,CHI,30000631,Justin Faulk,2025-10-15,21,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0
24033,STL,CHI,30001207,Cam Fowler,2025-10-15,18,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0
24033,STL,CHI,30003687,Alexandre Texier,2025-10-15,13,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0
24033,STL,CHI,30000225,Nick Bjugstad,2025-10-15,12,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
24033,STL,CHI,30002530,Pavel Buchnevich,2025-10-15,14,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0
24033,STL,CHI,30000666,Jordan Binnington,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
24033,STL,CHI,30000059,Brayden Schenn,2025-10-15,15,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24033,STL,CHI,30003899,Pius Suter,2025-10-15,14,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0
24033,STL,CHI,30003032,Mathieu Joseph,2025-10-15,14,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24033,STL,CHI,30004941,Matthew Kessel,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
24033,STL,CHI,30000405,Oskar Sundqvist,2025-10-15,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
